qa_id,question,answer,context,is_question_valid,is_answer_correct
170193079018187029459438839744717901560,Who was named NBA Finals MVP?,Jokic,"he Miami Heat in five games to win their first championship in franchise history, with Jokic being named NBA Finals MVP. The Nuggets play their home games at Ball Arena, which they share with the Colorado Avalanche of the National Hockey League (NHL) and t",1,1
62486005900007163400798895822101332724,Where is the college located?,"New Rochelle, New York","Iona College is located in New Rochelle, New York, 20 miles north of Manhattan in suburban Westchester County. The college occupies 35 acres (140,000 m2) on North Ave. The Iona Gaels are part of the Metro Atlantic Athletic Conference (MAAC) and participate",1,1
278973186775533815934172702012650446950,What is Andrew Michael Harrison's profession?,player,"This article related to Basketball is short. PLEASE do expand it! Andrew Michael Harrison (born October 28, 1994) is an American professional basketball player for the Memphis Grizzlies of the NBA.",1,1
304657377197090653013609050695847089952,What is Hi Rise's job title?,,"s about being a Globetrotter."" Walking on top of the Great Wall of China is another one of the cool things he has done while wearing the red, white and blue. Following his playing days, Hi Rise would still like to be involved with the Globetrotters...maybe",1,2
102216358285994118817059596870610572045,What team was the winner of the game?,Los Angeles Lakers,"reak of any North American professional sports team to date. The Celtics are 20-7 in the 7th game of a playoff series,[1] and are 7-1 in Game 7 of the NBA Finals. Most of the Finals decided in a 7th game were won at the expense of the Los Angeles Lakers, b",2,2
12637273616960141952658854808662975699,What was the first draft pick in the NBA?,,all Draft Picks[] List of first overall NBA draft picks External Links[],1,1
246741690844021253921275943730472272151,When did the Oklahoma City Thunder play?,2018-2020,ury and rookie season (2013-2015) 3.2.2 Injury and rotation issues (2015-2017) 3.3 Dallas Mavericks (2017-2018) 3.4 Oklahoma City Thunder (2018-2020) 3.5 New York Knicks (2020-2022) 3.6 Detroit Pistons (2022-present) 4 Career statistics 4.1 NBA 4.1.1 Regul,1,1
275037458553022829777040868134844044427,When did Central Washington join the GNAC?,,"opped athletic program California Baptist (2011-2018) -- now in the NCAA Division I Western Athletic Conference (WAC) Central Washington (1998-2001) -- now in the GNAC Dixie State (2007-2018) -- joining the WAC on July 1, 2020 Grand Canyon (2005-2013) -- n",1,2
281907323057376952407539765651797393708,What is the name of the women's basketball team?,,aldwin (women's basketball only) Mary Hardin-Baylor Mary Washington Marymount Maryville (TN) Marywood Massachusetts College McDaniel McMurry Medaille Medgar Evers Merchant Marine Meredith (women's college) Messiah Methodist Middlebury Millikin Millsaps Mil,1,2
283654017058761983561765910768508659177,What is St. Lawrence St. Mary's?,,'s college; partnered with women's college Saint Benedict) Saint Joseph (CT) St. Joseph's (ME) St. Joseph's (NY) - Long Island St. Lawrence St. Mary's (IN) (women's college) St. Mary's (MD) St. Mary's (MN) St. Norbert St. Olaf St. Scholastica St. Thomas - ,1,2
183715911227347311087328606373321722725,What is the name of the women's college?,William Smith,n's basketball only) Whitman Whittier Whitworth Widener Wilkes Willamette William Paterson William Peace William Smith (women's college; partnered with men's college Hobart) Williams Wilmington (OH) Wilson (women's basketball only) Wisconsin - Eau Claire W,1,2
129998223453025586485447668420585084919,What year did Memphis advance to the Final Four?,1985,"round to advance to the school's first Final Four since 1985. Following this win, Memphis went on to beat No. 1 seed UCLA on April 5, 2008, advancing to the National Championship game on April 7, 2008. With this win, Memphis became the first team in NCAA h",1,2
216955353495917269468703594208241638917,What school did Johnson attend?,,tate University in East Lansing. He ultimately decided to attend Michigan State when its coach Jud Heathcote told him he could play the point guard position. The talent already on Michigan State's roster also drew him to the program. Johnson did not initia,1,2
83036025860428005822800691848408758297,How many seasons did he play for the nba?,thirteen,"degree in Communications.[2] He played for twelve National Basketball Association franchises, most prominently in three stints with the Philadelphia 76ers, in thirteen seasons from 1997 to 2010 after beginning his career with the CBA in 1995. After retirin",1,1
134466832819717518493926744393917344144,Where did he grow up?,"Martinez, California","oston Celtics where he served as a senior consultant in the front office. Contents 1 Early life 2 Coaching career 2.1 New York Knicks 2.2 Houston Rockets Early life[] Van Gundy was born in Hemet, California. He grew up in the town of Martinez, California. ",1,1
179784472858897858376418658406384226067,How many points did Jackson score in Game 6?,27,"nn led the Clippers to their first Western Conference Finals appearance. In Game 6, Jackson scored 27 points. However the Clippers lost in six games to the Phoenix Suns. Jackson averaged 17.8 points, 3.2 rebounds, and 3.4 assists in postseason. This was en",1,1
273625292304851225188150159914415770379,What team lost in six games to the Phoenix Suns?,,"nn led the Clippers to their first Western Conference Finals appearance. In Game 6, Jackson scored 27 points. However the Clippers lost in six games to the Phoenix Suns. Jackson averaged 17.8 points, 3.2 rebounds, and 3.4 assists in postseason. This was en",1,2
220742091024158184870478070152524063012,What is Nerlens Noel's name?,Mavericks,"r 8, 2017). ""Mavericks big man Nerlens Noel has thumb surgery; no timetable for return"". cbssports.com. https://www.cbssports.com/nba/news/mavericks-big-man-nerlens-noel-has-thumb-surgery-no-timetable-for-return/. | ""Westbrook scores 30, Thunder beat Maver",2,2
76095340248690733789388915918698904840,What state has the highest population?,,Contents 1 A 2 C 3 D 4 F 5 G 6 H 7 I 8 K 9 L 10 M 11 N 12 O 13 P 14 R 15 S 16 T 17 U 18 V 19 W A[] Alabama Alaska Arizona Arkansas C[] California Colorado Connecticut D[] Delaware District of Columbia F[] Florida G[] Georgia H[] Hawaii I[] Idaho Illinois I,1,2
267809792689462715555797004928851742494,What team did Rubio play for?,," to Team Shaq, while Williams was drafted to Team Chuck. Rubio scored a career high 22 points on February 19, 2012 in a win over the Philadelphia 76ers. In a loss to the Los Angeles Lakers on March 9, 2012, Rubio tore his ACL after colliding into Kobe Brya",1,2
247128489333719428985079649108147259721,"In what language does ""joy"" come from?",Czech," plays, we are all happy"" (Serbian: ""Kad John Igra, Veseli SVI SMO"") and ""We are all happy, but John and Joy"" (Serbian: ""SVI SMO srecni, itself Veseli John "") as his surname means"" joy "", as in Czech. Serbian and [11] After the end of season 2010-11, which",1,2
85309447671306692028050725537546534221,What is a daily combination of drugs?,,"s a daily combination of drugs. He has advertised GlaxoSmithKline's drugs, and partnered with Abbott Laboratories to publicize the fight against AIDS in African American communities.",1,2
105490104215975870617918067056668977350,What was the name of the last season of his career in Partizan Belgrade?,,"eason 2010-11, which was confirmed to be his last in Partizan, Vesely said: ""My first destionation in Europe, will always Belgrade. [...] Partizan Belgrade and Serbia to me very opportunities that I can now go in another place. Serbia has become my second ",1,2
8780473015135122203299184638759887165,What team did Cody Zeller play for?,Atlanta Hawks,"Cody Allen Zeller (born October 5, 1992) is an American professional basketball player for the Atlanta Hawks of the National Basketball Association (NBA). He played college basketball for the Indiana Hoosiers. Zeller was selected with the fourth pick in th",1,1
111483891677109419976567709187876848413,What award was he a finalist for?,Wayman Tisdale Award,seven times.[16] He was also Second Team All-Big Ten and a First Team Freshman All-American. He was a finalist for the Wayman Tisdale Award (USBWA National Freshman of the Year) and was a candidate for the John Wooden Award and Oscar Robertson Trophy.[15] ,1,1
303538290254900248018174336059917579968,Please do expand it!,,DeSales University This article related to Basketball is short. PLEASE do expand it! External Links[] Official athletics site,1,2
314581517064428762625151292195077901969,What was his first career double-double?,,"son-high 15 points against the Washington Wizards.[20] On April 5, 2014, he recorded his first career double-double with 12 points and 11 rebounds against the Cleveland Cavaliers.[20] He appeared in all 82 regular season games and all four of Charlotte's p",1,1
5675105954810916158277706213309614374,When was he born?,"May 4, 2000","This article related to Basketball is short. PLEASE do expand it! Bryan Kevin Porter Jr. (born May 4, 2000), also known by his initials KPJ, is an American professional basketball player for the Los Angeles Clippers of the National Basketball Association (",1,1
216131773722403720608918601790758738797,What color is Tonette Pineda 7-Up Uncolas?,,ake Porcelain Makers - Josephine Oppus N-Rich Coffee Creamers - Vangie Sante Quasar TV Makers - Carmen Ronda Royal Tru Orange - Tonette Pineda 7-Up Uncolas - Alma Moreno Tanduay Distillery - Jane Murphy Toyota Tamaraws - Marianne de la Riva U/Tex Wranglers,1,2
63635457743290799699695422504122831611,What was the name of the first NBA All-Star Game?,,"sists and was taken as the 15th pick in the 1996 NBA Draft by the Phoenix Suns. He made minimal impact and was traded to the Dallas Mavericks in 1998. By his fourth season with the Mavericks, he was voted to his first NBA All-Star Game and had earned his f",1,2
